SpDiam_A,AATS5d,AATS7s,AATS8s,AATS1i,AATS2i,AATS3i,AATS4i,AATS6i,ATSC1dv,ATSC8dv,ATSC1d,ATSC7d,AATSC0v,MATS6s,MATS7s,MATS8s,GATS2c,GATS3c,GATS8c,GATS1dv,GATS3dv,GATS4dv,GATS6dv,GATS7dv,GATS8dv,GATS1d,GATS2d,GATS5d,GATS2s,GATS3s,GATS4s,GATS6s,GATS1v,GATS2v,GATS5p,GATS6p,GATS7p,GATS1i,GATS2i,GATS3i,GATS4i,GATS5i,GATS7i,GATS8i,RNCG,RPCG,Xc-3dv,Xc-5dv,Xc-6dv,AXp-0d,SdssC,SsNH2,SdO,SssO,SssS,SaaS,SddssS,MAXaaCH,AETA_alpha,AETA_beta_ns_d,ETA_dAlpha_B,ETA_epsilon_5,ETA_dEpsilon_D,IC1,CIC1,CIC2,ZMIC2,PEOE_VSA1,PEOE_VSA4,PEOE_VSA6,PEOE_VSA9,SMR_VSA1,SMR_VSA3,SMR_VSA4,SMR_VSA9,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA10,EState_VSA4,EState_VSA5,VSA_EState8,VSA_EState9,AMID_C,TopoPSA(NO),GGI6,GGI7,JGI4,RNCS,Mor02m,Mor03m,Mor13m,Mor26m,Mor30m,Mor31m,MOMI-Z,MLOGP,ESOL_Solubility_(mg/ml),Ali_Log_S,AATS3p,AATS6s,AATS7d,AATSC0c,AETA_beta_s,AETA_eta_L,BCUTc-1l,BCUTd-1l,BCUTs-1h,BCUTs-1l,EState_VSA1,ETA_shape_y,FNSA1,GATS1c,GATS1s,GATS3d,GATS3v,GATS4d,GATS4p,GATS5dv,GATS6c,GATS6d,GATS7c,GATS7v,GATS8s,GGI10,GGI3,GGI4,GGI8,GGI9,JGI2,MATS1c,MATS5s,MAXaasC,MDEC-22,MDEC-23,MINaaCH,Mor08m,Mor10m,Mor12m,Mor23m,Mor24m,PEOE_VSA10,PEOE_VSA3,PEOE_VSA7,PEOE_VSA8,RASA,SaaaC,SdCH2,SdS,SdsCH,Silicos-IT_Log_P,SlogP_VSA1,SlogP_VSA5,SpMax_A,SsCH3,SsCl,SsOH,SssNH,SsssCH,SsssN,SssssC,VE1_A,VSA_EState1,fMF
4.824530955,3.7,2.368285101,2.052408618,143.8726478,149.5000864,154.5685514,152.9375133,154.1866516,49.35047444,30.98836853,9.917355372,-7.950413223,51.8213122,-0.1776278867,-0.08011290272,0.09433505833,0.9990935483,1.295347656,0.4239261481,0.4843804974,1.249672509,0.980423144,1.258661257,1.095207972,0.7689507446,0.5951690821,1.024613117,1.237101449,0.8161906091,1.361337442,0.8285287195,1.307866288,0.7366999171,0.7415862613,0.9572247846,1.321295438,0.9111080556,1.055363266,1.115515568,0.8787143251,1.08998115,1.108303255,0.9649527905,0.9901672174,0.2364748214,0.1161568039,0.8208949336,0.1110709264,0.0,0.6855703213,0.0,0.0,0.0,0.0,0.0,3.277053125,0.0,2.156663832,0.5126984127,0.0,0.0,0.7787878788,0.0227994228,3.752600468,1.291793651,0.6746867426,29.96628288,4.983978521,0.0,6.066367068,21.4210879,0.0,19.93591408,0.0,21.95893118,19.93591408,0.0,13.8474744,0.0,38.99396439,4.699919916,3.973463276,0.0,1.499561742,54.46,0.5258956916,0.2395833333,0.04252873563,22.4351938,22.38909565,-4.565095883,-0.4387439456,-0.2175322567,0.1221352753,0.1041704129,1363.706046,1.45,0.00697,-5.73,-26.130196,110.43228,137.25781,48.330406,146.80081,350.14734,-52.986923,-121.51655,111.27705,-131.97078,67.590904,22.109962,97.70549,183.63412,-131.10646,-252.87045,-289.09305,-45.019516,-13.100735,-140.82039,134.93874,-108.053314,116.351654,-177.09135,-108.253204,182.29047,56.975548,80.06933,179.54366,256.65137,-31.18364,-133.63092,292.8118,-30.651838,-146.39307,-126.85861,36.574123,-117.655876,-97.27782,-158.02908,-10.773943,194.03476,134.19196,200.01976,-141.33385,-165.66626,29.026083,101.978264,14.384415,70.92565,91.548615,283.5215,-15.596001,252.3805,181.53973,-24.273663,24.92844,-115.292015,127.152725,-58.79804,61.762714,-174.69362,-42.168976,108.120735,-170.08916
4.848604167,3.390909091,2.801690821,2.878185525,145.817401,151.454821,156.37978,158.4971748,159.5717647,56.6336,-31.4544,9.9336,-8.894,48.00479604,0.03947820925,-0.09407240204,-0.02998873392,1.193766716,0.8665076443,0.9730941466,0.4979332692,1.103095554,1.044833316,0.9733196061,1.108686691,1.028422971,0.6667444211,1.146201083,1.137795025,0.639184295,0.763072638,1.028728037,0.603465499,0.8296626622,0.8657354966,1.006796422,0.9415522302,0.9762147202,1.169962633,1.106385139,1.006789333,1.146620997,1.171247205,0.9506436683,1.054031506,0.1689938919,0.08598838109,0.7589589384,0.06263564417,0.0,0.6841461785,0.0,0.0,0.0,10.98149734,0.0,0.0,0.0,1.982741402,0.4731182796,0.01612903226,0.02688172043,0.7828282828,0.0311502118,3.682055263,1.961800927,0.919483369,30.3948269,19.77449303,5.261891555,6.066367068,35.25921319,9.473725908,14.95193556,0.0,40.21348046,21.74487787,6.544756406,18.25485007,5.687386275,45.60046608,0.0,2.688647868,0.0,1.629104529,95.85,0.5723809524,0.5755385488,0.04273901809,151.4360865,30.81824387,-2.924066127,-1.877329191,-0.5710128707,0.4713133612,-0.4117141428,2576.189981,1.29,0.00417,-5.51,8.228455,189.95432,275.0338,70.42819,192.84622,605.4452,-102.586105,-223.48152,199.0047,-251.06592,135.12932,37.98945,182.51346,273.76294,-248.16006,-444.71408,-550.0661,-30.553722,8.999203,-219.33203,240.76494,-158.03842,152.12927,-298.4411,-191.61719,314.99753,121.20212,142.48074,345.9601,477.77686,-90.44325,-216.6694,494.65192,-19.62613,-220.21036,-163.24329,101.92695,-229.8672,-178.10468,-263.47855,1.5095882,340.18085,207.65518,290.94553,-205.35062,-256.25293,52.606182,216.17444,22.141174,162.42969,113.99449,561.55676,-58.44783,446.939,320.5707,-64.01975,-3.5284424,-175.67479,183.73598,-93.132645,56.670624,-294.43283,-44.9298,162.30084,-283.34473
4.848683342,3.324786325,2.633242999,2.739921337,148.3230437,153.6196862,158.2335831,159.0367467,161.5850396,65.47633136,-25.18786982,12.0,-3.5625,48.96478823,-0.0650879799,0.01834894948,0.0631322927,1.14261408,1.056694826,1.063615802,0.5037471091,1.114508656,1.029734892,0.9905473011,1.027032773,1.032676137,0.6428571429,1.139717425,1.128205128,0.7953667954,1.051190186,1.067098576,1.093573869,0.8585909922,0.900011591,1.043999223,0.9497406268,0.9047231493,1.238129516,1.191183018,0.9893753369,1.106422981,1.143922242,0.9426768748,1.047450283,0.1554784522,0.09093358166,0.7694695736,0.06365387513,0.0,0.6841461785,0.9374637514,0.0,0.0,0.0,0.0,0.0,0.0,2.054083455,0.4774193548,0.01612903226,0.02258064516,0.7606060606,0.02971652004,3.568001683,2.132438035,0.8456570856,28.45934377,10.30076712,5.425791397,36.9300771,23.62654039,0.0,25.38663948,4.992404733,11.38785599,26.29938345,6.544756406,13.08951281,5.687386275,51.58983439,0.0,6.3612173,0.0,1.612747941,83.3,0.614829932,0.5130385488,0.04176767677,32.88446216,30.16194004,-2.914043676,-1.855129128,-0.2290486959,0.4462532875,-0.2151664385,1978.727963,2.38,0.0115,-4.58,-9.532791,151.2542,210.67805,56.6936,173.84239,486.48547,-69.69752,-171.99916,152.92569,-192.54108,105.76317,29.387165,141.1741,239.15369,-189.14429,-353.99417,-419.63013,-39.526855,2.0009918,-183.16667,190.66199,-138.26465,142.57968,-242.98216,-150.46565,255.95251,93.38711,113.13803,266.43332,369.88226,-59.569668,-180.66708,402.5675,-23.054588,-184.68033,-147.89206,71.87595,-176.15807,-140.72816,-213.29129,-0.3721981,264.85614,168.9451,253.7832,-180.86743,-217.34396,41.264675,156.3955,17.956894,112.20097,116.76743,417.26318,-36.08239,360.1181,252.40623,-42.905907,12.099159,-146.48213,161.8753,-73.835335,71.53726,-236.7778,-42.211998,130.46657,-228.72794
5.006229029,3.172131148,2.529392765,2.49870801,144.1317178,150.6909405,151.30043,160.8580615,150.8226569,76.25333333,-43.30666667,16.64592593,-19.9362963,51.69127177,-0.05079685259,-0.04012927864,-0.09966269817,1.23783485,0.9140068045,1.005345059,0.4318467337,0.9100683598,0.9743463695,1.228364042,0.9962603716,1.028397803,0.7241924157,1.464937801,1.179602597,0.4547948313,0.5890807537,0.6806217052,0.8634210964,0.9165081855,0.7857167175,0.7065690325,1.172647092,1.333426757,1.09643337,0.9903265774,1.198465298,1.01203861,0.8068454077,1.219763578,1.045609261,0.1944231464,0.07395948859,1.676147384,0.489065941,0.1020620726,0.7041633411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.022203326,0.484,0.0,0.016,0.764,0.0,3.446539763,2.045313334,1.11198,27.92704578,0.0,10.36057336,38.9703128,17.3266008,0.0,14.76446326,5.414990469,28.45350378,14.76446326,6.544756406,16.74610334,0.0,28.92903888,5.693927995,7.720865772,0.0,1.735377145,54.5,0.7552834467,0.5260416667,0.04186507937,3.080868168,13.94363753,-2.286157193,-0.7564583901,-0.163705367,0.2886096115,-0.06481507017,1588.803392,2.5,0.0088,-4.52,-20.272491,128.33334,161.36197,51.108604,153.6739,401.94864,-61.620068,-140.46599,124.38007,-153.25528,81.14478,25.657688,115.1902,202.26826,-150.41205,-287.78253,-333.12146,-42.460888,-5.875019,-157.64883,154.45274,-117.58302,126.420944,-198.54688,-123.16633,207.84773,73.726234,94.59853,211.78888,298.23212,-40.402073,-148.37715,336.04163,-25.935715,-157.47418,-133.41371,51.036064,-143.14868,-115.27565,-180.1527,-2.0653868,216.28351,144.9343,217.56819,-156.03922,-189.40317,33.404434,114.07951,15.544212,83.5058,106.02646,331.01862,-21.371563,294.3592,210.05336,-29.070751,20.05404,-124.27162,137.92099,-63.144592,69.437065,-196.44695,-43.040318,115.38364,-190.53088
4.84878054,3.467889908,2.822416552,2.890273451,148.0103313,152.3722909,154.4269117,157.515908,158.6717354,55.63018497,-2.323379897,10.85274894,-6.093425606,48.38728898,-0.0674455178,-0.08773079389,0.05935970433,0.8104667601,0.9755157886,0.6649973381,0.5078511369,1.089866148,1.032431477,1.01916061,1.087785984,0.9409478723,0.6826911885,1.109748378,1.123295234,0.5446149243,0.9689674695,1.020690408,1.078624449,0.7856332165,0.8393745447,1.239492011,1.351042941,0.9435333642,1.110554208,1.064475138,1.139410328,1.011680714,1.177260175,0.966006522,0.9986526776,0.1373791195,0.09326709456,0.9984880308,0.1269440053,0.0,0.6899617195,0.4731742973,5.397661056,11.46331847,0.0,0.0,1.531695746,0.0,1.990290858,0.4833333333,0.015625,0.01666666667,0.7752380952,0.04455357143,3.913553022,1.75887232,0.809494363,30.95894759,11.05045608,5.425791397,35.61190719,16.26500318,4.794537184,20.40266096,10.72607221,10.57107519,27.22258466,6.544756406,13.08951281,5.13155848,44.39282129,17.67532124,2.479594771,0.0,1.512636097,110.6,0.614829932,0.5755385488,0.04256038647,133.4514031,30.0460976,-5.389817459,-1.673764192,-0.2951343705,0.1437584533,0.1172464586,2650.995469,2.06,0.0221,-5.01,13.768463,194.88814,290.10336,67.48887,196.11081,628.0621,-91.007614,-226.66608,203.01964,-260.60303,148.19698,40.310413,188.62254,288.90414,-254.84239,-461.83588,-564.12616,-31.554794,15.520706,-223.94055,249.91267,-164.1031,159.176,-307.81552,-195.79945,329.49835,129.22466,146.28233,360.0674,493.2954,-91.14684,-228.33438,512.3543,-15.222755,-226.02896,-166.05937,108.30654,-237.87572,-187.29758,-272.44562,9.292878,347.8156,209.50153,304.32962,-218.24039,-263.79938,51.261158,222.14041,21.830055,162.8706,127.34064,572.29944,-62.951538,469.10693,328.14804,-66.80056,-4.897331,-177.95961,191.75543,-90.5954,67.94,-299.86172,-42.643944,156.25264,-289.57666
4.8884035,3.685714286,2.659451998,2.451205173,144.3174032,148.2158062,155.5005704,160.1483726,150.6606291,25.58788518,-1.629665702,4.756026297,-9.604821037,48.70120046,-0.08592558512,-0.08702436199,0.0002973963039,0.8817985326,1.403654175,0.4955967438,0.5698652577,0.9912602227,1.127954012,1.165705981,1.023766761,0.9505280413,0.7089972527,1.103610675,1.254631083,0.869590542,1.003693386,1.164775022,0.9397280068,0.7501828975,0.929009831,0.650734107,0.9815847903,1.084202037,1.132512957,1.140049471,1.228018363,1.046167488,0.8716138248,1.040063116,0.9511288463,0.2216261846,0.1305005678,0.5982691087,0.05143799709,0.0,0.681465016,0.6545581381,0.0,0.0,0.0,0.0,0.0,0.0,2.004462449,0.4922619048,0.04166666667,0.007738095238,0.7754285714,0.01980952381,3.040836313,2.168617053,1.005926512,29.99218522,5.316788604,0.0,29.8000411,5.687386275,0.0,10.30076712,4.992404733,0.0,10.81959831,0.0,6.165775612,11.37477255,28.66745114,0.0,0.0,0.0,1.668598938,51.38,0.3844897959,0.2725694444,0.0375,29.63332311,21.92741253,-3.326694307,-1.232877387,-0.44083332,0.4441419449,-0.1631997952,1372.303956,3.58,0.00759,-4.26,-24.372269,115.56481,140.38289,48.02725,147.29741,355.49353,-47.37687,-119.543274,112.65865,-134.55234,76.44217,24.212666,103.34952,190.87689,-132.2871,-258.99417,-286.92157,-46.026913,-10.705521,-139.82913,135.94452,-110.57674,117.90878,-175.88084,-109.35893,187.8178,62.120407,82.02176,182.12515,257.60648,-31.202873,-138.19305,296.45816,-31.054993,-148.76547,-129.14258,32.666805,-120.639366,-100.49748,-157.90776,-3.1256828,189.66977,133.6284,206.57375,-149.89737,-170.7678,24.845203,95.9804,13.827023,66.11296,101.07113,281.66022,-13.544056,258.2866,180.80467,-27.38614,28.424576,-114.80443,133.2293,-55.724144,66.75191,-177.83224,-42.594803,109.91489,-167.3464
4.848957738,3.495145631,2.949449449,2.887270766,149.7946163,155.2232052,161.5337457,162.7564201,162.6691366,59.44444444,-1.888888889,9.715277778,-5.932291667,46.83435575,0.1186795255,-0.05564743422,0.001308756523,1.164451458,0.9567080656,1.001091511,0.4527049508,1.097750865,1.152983613,0.8807808757,1.03951183,0.9130160916,0.6637198622,1.119086918,1.111491088,0.6243708906,0.9392887769,1.211116299,0.5255980233,0.8399818365,0.9079924669,1.025956037,0.9245521587,0.9039894258,1.13746691,1.141041115,0.9765147666,1.08147425,1.075910287,0.8842050004,0.9793040106,0.1537670096,0.09049494295,0.7166344516,0.07940239484,0.0,0.6833808251,0.8747201751,0.0,0.0,0.0,0.0,0.0,0.0,1.958504393,0.4695238095,0.03333333333,0.03047619048,0.7973214286,0.0331547619,3.773554151,1.81140835,0.834147917,30.18565182,10.30076712,5.425791397,24.27512131,29.31392667,4.390415048,25.38663948,4.992404733,11.38785599,26.29938345,6.544756406,18.90673365,10.07780132,34.51459212,12.40490243,2.284696408,0.0,1.540249265,83.3,0.5331972789,0.5538548753,0.0408994709,40.62400469,29.33314297,-3.616464109,-1.643035383,-0.2715606337,0.2960426579,-0.1066938453,2265.696798,2.4,0.0278,-3.89,0.0008544922,172.947,242.96475,61.15151,185.32594,546.8311,-78.62339,-196.63069,175.33588,-222.07678,122.40482,34.0951,162.05322,259.0732,-218.09137,-401.70834,-482.92828,-34.753456,6.395359,-199.6872,216.83119,-149.50807,150.3168,-267.99677,-170.34511,286.81522,108.48025,126.950264,305.41293,421.2701,-74.273544,-200.43842,448.52582,-21.21833,-206.31833,-160.35478,82.07588,-199.47432,-161.32138,-239.12943,2.0347767,301.82358,190.93832,278.5171,-196.20393,-236.75864,46.99514,183.79364,19.832993,138.34613,121.63996,484.38663,-49.550068,402.40192,284.725,-53.05466,5.5438137,-160.24533,177.4963,-81.18167,69.831436,-267.69043,-42.63761,148.69743,-254.03891
4.817898533,3.141414141,2.587950417,2.725641917,145.3060659,150.536627,155.4378872,152.5198341,159.2498459,42.99112335,-25.07988981,7.6875,-1.375,49.89302047,0.1041346337,0.09534433828,-0.04970975294,1.32162892,1.109659352,1.047577748,0.5389835044,1.144177349,1.065819581,0.9031135833,0.9168741958,1.111016793,0.6373416208,1.055292726,0.9760526614,1.058251962,1.09059253,0.974167798,0.8107369257,0.8176181131,0.9498956353,0.9310344298,0.9851201698,1.048258938,1.078834063,1.13643675,0.9165013551,1.204108586,1.09810322,1.012336858,1.132074456,0.2549245197,0.09803129249,0.4918779764,0.0761440227,0.0,0.684314101,0.0,0.0,0.0,5.521680599,0.0,0.0,0.0,2.047539761,0.4869488536,0.01851851852,0.01305114638,0.7947278912,0.01832325523,3.452527925,2.006903694,0.7393028412,27.73185171,4.736862954,5.098681808,6.066367068,17.26785943,4.736862954,20.16532066,0.0,39.52165029,32.65220607,0.0,0.0,0.0,39.52165029,0.0,0.4914931722,0.0,1.633045039,63.69,0.399047619,0.2951743197,0.02398860399,58.45783306,21.94890216,-3.451564021,-1.278169321,-0.1985229533,0.2738299012,-0.3028221479,1545.703886,2.01,0.00767,-4.65,-22.389557,125.08087,157.50589,53.79666,156.29509,386.74103,-69.14432,-135.95187,123.4558,-148.11859,77.9209,24.875511,110.41768,193.54178,-146.99844,-280.70706,-331.0049,-43.518322,-13.664024,-155.25037,147.68178,-114.66931,118.39348,-195.87015,-121.17526,200.04387,66.3905,90.83885,203.90483,291.16034,-39.94942,-142.4444,326.46683,-29.612297,-153.62854,-130.2068,46.894623,-134.6724,-104.1581,-173.85411,-9.9143095,215.31424,143.28107,207.44212,-145.91849,-176.58377,32.567913,121.28142,15.108334,91.17784,88.93998,323.34912,-22.415215,278.12262,208.25218,-33.034645,22.336115,-122.81195,131.26852,-66.14517,58.346695,-192.67145,-43.93528,117.45278,-187.38475
4.848683342,3.427272727,2.864942529,2.993569959,145.817401,151.454821,156.37978,158.4776418,159.5420573,56.6336,-22.4928,9.9336,-7.0656,48.00479604,-0.1041976237,-0.05203226847,0.09083916499,1.194764311,0.8824120773,0.941498962,0.4979332692,1.086578615,1.034689303,1.002944024,1.06648165,0.9993731107,0.6667444211,1.1269372,1.145588142,0.6376763403,0.7756154388,1.004462757,0.9369932415,0.8296626622,0.8657354966,1.020508794,0.9589293484,0.9574142706,1.169962633,1.106385139,1.006789333,1.158187527,1.157114002,0.9809719636,0.960657298,0.1687985428,0.0858889825,0.7589589384,0.06263564417,0.0,0.6841461785,0.0,0.0,0.0,10.98059471,0.0,0.0,0.0,1.97940729,0.4731182796,0.01612903226,0.02688172043,0.7828282828,0.0311502118,3.682055263,1.961800927,0.959483369,31.26935238,19.77449303,5.261891555,12.13273414,35.25921319,9.473725908,14.95193556,0.0,40.21348046,21.74487787,6.544756406,18.25485007,5.687386275,45.60046608,0.0,2.658324812,0.0,1.629061707,95.85,0.614829932,0.5130385488,0.04176767677,152.9772102,28.84626541,-3.322802922,-1.754984888,-0.4622425229,0.5825388497,-0.4711483017,2452.50927,1.29,0.00417,-5.51,4.4833984,182.75114,261.36432,69.70736,188.43623,579.9315,-98.84258,-212.68568,190.19293,-239.04886,129.13434,36.62831,174.85556,266.0763,-236.33951,-424.86017,-522.78143,-32.565166,7.593876,-212.01308,229.77533,-152.8698,148.71289,-286.63593,-184.28564,302.19727,115.17677,137.13193,329.51535,456.15085,-83.877464,-209.0705,475.52844,-21.590786,-212.9186,-159.26814,95.964485,-219.47966,-170.12814,-252.60333,1.2085209,324.49612,200.1618,282.04358,-200.24402,-248.77573,49.00131,202.25775,21.42051,152.28,113.00692,532.25775,-51.672028,428.36353,306.85803,-60.058746,-0.3314762,-169.39369,178.27875,-89.64312,58.066498,-281.52853,-45.12889,156.07144,-272.0019
4.90972599,3.204545455,2.924360981,2.519774011,144.6252425,147.4703935,153.5929674,152.4666005,158.5428397,20.89300412,-27.86145405,7.259259259,-5.049382716,51.26066079,0.05753451655,0.0778234517,-0.1865687411,0.8099416975,0.9793066176,1.156366118,0.6279884018,1.117177656,1.066953661,1.03942159,1.047897528,1.135178568,0.7100591716,1.0546875,1.121066434,0.9177053744,0.9101022896,1.074253422,1.12347592,0.7551895461,0.9548308776,1.14065945,1.165639571,1.000927053,1.007313194,1.136143654,0.9597849765,1.094180032,1.049792322,1.004972536,0.8666418206,0.1959327131,0.1140791687,0.7313610662,0.1665042816,0.0,0.6791339464,0.0,6.003839601,0.0,0.0,1.596391723,0.0,0.0,2.099423658,0.496969697,0.0,0.00303030303,0.7444444444,0.0404040404,3.358278308,1.811646693,0.9654135417,29.88755348,0.0,5.316788604,24.26546827,22.50240757,0.0,15.28474565,5.733667477,0.0,9.967957042,0.0,5.497807596,0.0,16.59685293,5.563451492,0.0,0.0,1.639544887,65.9,0.3780498866,0.1770833333,0.03416666667,124.359745,11.36528137,-4.31583401,-0.8783368353,0.01906417934,0.2406349677,-0.009328250805,1302.496189,1.52,0.154,-3.07,-24.814095,110.006165,133.7921,48.57706,142.01685,341.30734,-48.717407,-112.364624,106.87262,-128.35106,72.894516,23.587189,97.82933,185.63457,-126.14516,-246.73051,-274.18036,-46.9568,-9.554005,-136.23367,132.22308,-107.77307,112.89958,-169.99182,-107.98854,180.12741,56.16373,78.659164,170.50227,246.5795,-27.726261,-135.22986,285.02777,-30.478304,-144.6648,-124.05096,33.974094,-114.95354,-97.071976,-154.47472,-2.9224586,181.93484,129.46454,198.58916,-146.19379,-162.95285,23.395943,89.45587,13.886684,58.6042,96.84755,266.09155,-8.205341,251.04199,173.23474,-25.06451,30.218239,-111.62183,125.34186,-53.995827,64.46786,-168.41898,-43.844448,100.82172,-163.62889
4.858476049,3.762711864,3.022092268,2.872962963,145.965132,148.7197258,156.2312563,153.4077307,156.927851,24.59014386,5.312723192,6.887052342,-4.085399449,47.44714678,-0.1978008921,-0.074507349,0.132535663,0.8193750239,0.9897271524,0.754210114,0.5423185858,1.032053912,1.146320962,1.17883387,0.9949820346,0.9758640492,0.6090808416,0.9084005695,1.263584661,0.8915563402,0.9338551708,0.9701733084,1.374195297,0.7039576171,0.864309327,1.145186648,1.276874688,1.106021644,1.04927032,1.200461358,0.9692374843,1.092060965,0.9571189891,1.063535324,0.8469217936,0.2183749109,0.1052572446,0.6253075811,0.104861554,0.0,0.6791339464,0.0,5.906248583,0.0,0.0,0.0,1.414607663,0.0,1.954145881,0.4924242424,0.02272727273,0.007575757576,0.7611111111,0.04191919192,2.978308984,2.066085135,1.042617332,33.1876727,5.733667477,0.0,17.40315295,27.29840462,0.0,19.93591408,0.0,21.95893118,19.93591408,0.0,0.0,5.13155848,32.99233261,11.33678588,0.0,0.0,1.544872639,77.58,0.3257142857,0.2951743197,0.04279569892,98.84426499,21.21627301,-3.710514406,-0.8750101132,0.01203561213,0.1600318658,0.2848917983,1287.918955,0.8,0.0601,-4.08,-28.848534,107.66893,130.73438,50.38135,143.64268,332.96738,-52.95056,-112.172134,107.13924,-122.933815,69.722725,23.109581,95.504715,182.77057,-124.37441,-241.4808,-272.87915,-48.179665,-16.910372,-138.12088,126.26919,-104.48166,110.709885,-172.0675,-106.79437,177.22458,54.181114,80.10366,171.1463,246.5187,-25.289555,-131.5074,283.59082,-33.95858,-140.04486,-119.81883,34.18957,-113.749756,-90.39234,-150.04141,-10.147589,182.54626,126.831375,191.71547,-139.64442,-159.9689,21.84377,94.19231,13.321373,63.522095,87.26669,263.19846,-6.254219,243.17001,174.25757,-25.686604,30.491611,-111.845276,123.77165,-58.077675,58.28444,-163.62396,-43.32161,100.26268,-163.02237
4.848604167,3.390909091,2.957093254,2.795616718,145.817401,151.6956697,154.9312634,159.4511839,159.8611656,56.6336,-32.0544,9.9336,-8.3792,48.00479604,-0.04874419023,-0.08189938511,0.002947625096,1.052138131,0.9569433776,0.9595148514,0.4979332692,1.066522332,1.036704142,1.035630388,1.128239643,1.01336723,0.6667444211,1.146201083,1.153381258,0.6188269067,0.7522544724,1.034024883,0.6974253849,0.8296626622,0.8543536252,0.9536000239,0.9276053034,0.9602099302,1.169962633,0.9637660562,1.163531034,1.152525708,1.131815708,0.8948269672,0.983333486,0.1684908076,0.08573239903,0.7703214932,0.06263564417,0.0,0.6841461785,0.0,0.0,0.0,10.97587234,0.0,0.0,0.0,1.977958239,0.4731182796,0.01612903226,0.02688172043,0.7828282828,0.0311502118,3.722055263,1.921800927,0.919483369,30.3948269,19.77449303,5.261891555,18.19910121,23.02052879,9.473725908,14.95193556,0.0,40.21348046,21.74487787,6.544756406,18.25485007,5.948339281,39.6521268,0.0,2.757644992,0.0,1.62882504,95.85,0.5723809524,0.5755385488,0.04273901809,153.256611,31.32674132,-2.745339574,-1.684852272,-0.411534874,0.4527151931,-0.2987425721,3436.069107,1.7,0.00274,-5.81,37.602997,245.42447,372.36377,76.93587,226.11316,787.7801,-124.2829,-295.9441,258.95743,-334.10077,181.68767,49.79869,241.4661,336.27905,-327.7276,-581.91724,-729.0635,-18.544945,29.130547,-273.7137,317.05432,-196.94862,183.34781,-380.61176,-244.988,408.81674,169.0168,185.99727,464.5866,632.6525,-133.9069,-271.99115,635.2268,-5.3870087,-268.38474,-189.71417,143.68935,-311.4566,-236.65,-338.4949,9.749781,440.79166,258.09375,355.82996,-249.78574,-315.6006,75.15593,297.55096,26.621063,226.32379,139.60616,757.6539,-98.03054,583.025,418.7213,-92.2832,-20.149916,-217.4296,225.27386,-116.82522,65.80117,-385.43423,-43.170975,201.4751,-356.34756
4.84886367,3.553398058,3.353853854,3.257281553,150.6227588,156.2364618,163.3449994,163.4525293,164.4285678,58.5,-7.75,7.703125,-5.22265625,45.31563466,-0.1237997762,0.1377172351,-0.05519198601,1.051252339,1.157188033,1.016191495,0.4239468864,1.116874711,0.8878481581,1.020054945,0.8740669241,0.9245723532,0.7400360833,1.103524395,1.120831349,0.562934599,1.076103525,0.504034136,0.8679392472,0.8323516745,0.8946434032,1.018994129,0.9199051196,0.8922500697,1.066141587,1.095035408,0.9983393525,0.8528479536,0.9836531333,0.6555403972,0.987788197,0.1523272844,0.08912626148,0.7992326864,0.06365387513,0.0,0.6894086529,0.8292649282,0.0,0.0,0.0,0.0,0.0,0.0,1.926934145,0.46359447,0.04838709677,0.03640552995,0.8281385281,0.03407345343,3.843633148,1.741329353,0.7240601563,30.43903568,10.30076712,5.425791397,12.14238718,23.62654039,8.780830095,25.38663948,4.992404733,11.38785599,26.29938345,6.544756406,24.72395449,14.46821637,34.8870312,18.4712695,2.161954189,0.0,1.493656184,83.3,0.696462585,0.5130385488,0.04419753086,30.05378148,29.32968931,-3.09886858,-1.755738297,0.1233723003,0.3863099827,-0.05888017382,2306.778916,2.78,0.0201,-3.99,1.4295197,177.80052,247.29547,62.925323,187.3473,555.00104,-80.218155,-201.39249,180.55524,-227.76299,124.39541,34.63634,165.28876,261.6294,-223.46623,-409.30588,-492.83432,-33.30456,7.5012016,-201.3544,221.3783,-151.15575,151.00941,-270.4541,-174.84926,291.67938,110.0219,129.20123,310.57468,429.1172,-77.44321,-204.19394,453.79535,-22.2174,-212.54147,-164.26204,81.27056,-201.80496,-165.39691,-243.30542,0.86761856,309.45386,197.13794,283.99026,-198.54445,-238.31488,47.69613,187.15106,20.120163,144.03792,121.394394,494.8672,-51.084923,406.8861,288.2276,-53.954536,3.9848595,-161.97964,182.40256,-82.77103,67.89473,-273.73245,-42.617653,154.58405,-258.42645
